20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"2326","pop1","495","495","509","505","500","504","504","503","504","500","504","497","506","506","503","505","497","505","498","495","498","497","495","494","500","499","500","501","500","492","500","500","499","495","500","499","498","501","504","502"
"2327","pop1","494","498","500","501","503","508","505","498","504","494","498","498","500","498","500","497","507","506","499","495","497","497","506","493","504","499","506","501","502","492","496","501","500","501","496","502","499","500","506","503"
"2328","pop1","505","506","508","504","503","503","506","495","506","493","500","494","507","497","502","503","504","505","503","494","496","497","496","495","503","499","500","504","502","504","494","491","498","500","502","494","498","500","505","502"
"2329","pop1","493","504","504","498","502","502","506","497","505","500","497","505","506","506","502","500","508","505","493","491","498","497","495","494","504","504","500","501","500","503","494","495","498","500","493","501","498","499","504","496"
"2330","pop1","505","497","505","503","500","508","504","497","505","505","497","494","508","498","502","496","507","508","505","493","501","500","495","494","496","504","500","510","500","503","496","496","501","501","502","501","499","499","505","496"
"2331","pop1","495","504","506","509","500","508","506","497","505","503","496","498","508","507","503","504","497","506","498","501","502","498","495","509","500","499","503","509","502","502","501","500","498","502","498","495","497","499","505","505"
"2332","pop1","494","494","499","500","501","500","504","505","502","499","504","504","507","504","502","502","498","506","498","492","503","496","495","499","498","505","496","503","500","494","496","494","498","500","500","493","499","503","505","501"
"2333","pop1","495","506","509","507","503","500","504","505","509","500","504","506","506","507","502","493","504","506","494","494","498","497","495","495","504","497","500","494","494","491","493","498","501","502","498","504","496","499","504","502"
"2334","pop1","496","494","505","503","509","503","506","496","505","499","499","501","506","506","503","500","497","505","503","495","501","497","496","509","503","506","497","494","500","501","496","492","499","503","492","495","496","497","505","502"
"2335","pop1","496","507","509","509","509","508","506","505","499","503","497","492","500","500","502","503","507","497","501","506","503","497","496","495","503","505","500","497","500","501","496","500","499","503","493","495","497","499","502","503"
"2336","pop1","495","496","509","499","499","510","506","501","505","496","497","497","506","506","500","494","508","506","498","492","496","497","494","493","498","503","501","504","496","503","494","502","498","501","500","491","496","498","504","503"
"2337","pop1","506","506","509","500","498","506","506","496","499","503","498","506","506","506","503","500","499","496","503","506","496","507","495","495","503","502","500","508","496","501","496","494","498","500","499","499","504","493","504","500"
"2338","pop1","497","498","506","498","509","507","505","500","505","499","500","501","507","503","503","503","507","495","498","493","497","504","496","494","503","499","501","494","502","502","494","495","501","505","499","503","497","499","505","506"
"2339","pop1","497","504","508","501","504","508","505","507","495","505","497","500","507","505","504","498","498","506","500","503","497","500","496","502","500","499","499","498","501","491","496","493","498","496","493","494","498","501","504","501"
"2340","pop1","495","496","506","504","509","501","504","500","504","500","500","500","501","509","499","501","508","504","498","493","502","498","497","495","504","504","496","500","502","498","500","493","497","492","496","499","497","500","504","504"
"2341","pop1","494","506","504","509","509","500","500","497","499","497","496","496","501","503","499","505","505","495","500","493","496","507","509","507","504","505","502","497","503","502","494","498","500","500","497","491","496","498","505","502"
"2342","pop1","497","506","506","499","500","508","505","495","502","502","498","498","500","498","502","499","507","505","498","494","502","500","493","500","504","499","494","504","501","502","496","497","498","491","493","493","498","503","505","502"
"2343","pop1","495","497","502","508","501","507","506","506","506","505","500","492","506","498","497","493","503","496","503","493","496","496","495","495","500","499","506","501","500","491","501","495","500","500","496","492","498","500","504","501"
"2344","pop1","495","494","500","505","505","507","504","502","496","500","496","505","500","503","503","493","506","505","500","493","501","496","496","492","500","504","500","505","500","491","500","497","499","499","499","504","497","499","504","504"
"2345","pop1","505","506","502","505","502","506","506","501","502","501","497","502","506","508","503","493","508","504","498","494","501","496","496","492","500","503","504","508","503","502","494","501","496","495","497","493","497","502","504","504"
"2346","pop1","495","503","500","503","500","504","505","495","509","503","496","505","508","505","502","492","498","495","494","492","498","496","497","495","498","496","500","510","500","502","495","495","499","503","502","499","498","504","505","502"
"2347","pop1","496","497","502","502","502","505","506","506","493","496","496","499","500","499","503","504","497","497","492","491","495","499","509","509","496","503","499","500","499","502","500","493","497","501","500","502","496","499","506","496"
"2348","pop1","505","505","502","498","500","508","504","500","502","499","497","500","507","502","503","499","508","506","503","504","501","497","496","494","504","499","499","504","502","497","496","500","500","499","500","495","498","499","505","504"
"2349","pop1","495","495","506","506","502","505","504","498","501","494","505","495","508","507","503","500","508","499","503","506","502","498","509","510","498","499","497","510","502","504","496","497","501","499","502","503","497","499","502","507"
"2350","pop1","495","496","504","503","498","501","506","507","505","503","497","500","497","504","503","499","508","506","503","498","501","498","507","494","500","504","501","510","491","504","499","497","501","499","500","491","496","502","502","502"
"2351","pop1","496","506","499","505","508","510","506","503","506","505","496","500","506","507","502","501","497","509","493","493","495","497","492","493","504","504","494","508","502","492","500","493","498","502","498","499","499","499","504","502"
"2352","pop1","495","494","508","509","502","508","506","505","505","503","496","497","503","498","500","501","505","495","495","492","501","497","495","491","498","503","496","497","502","502","491","492","496","494","493","499","497","505","504","506"
"2353","pop1","495","506","506","499","502","508","504","505","501","496","506","502","506","507","503","503","508","508","499","496","503","496","495","509","498","503","504","508","501","502","499","497","500","493","499","494","498","499","504","502"
"2354","pop1","495","495","504","505","509","506","504","497","502","505","500","498","507","498","503","493","495","496","496","493","496","495","495","492","498","498","499","508","501","492","496","491","501","499","496","501","497","499","504","506"
"2355","pop1","496","497","506","506","503","500","504","496","493","505","499","500","506","505","502","499","506","505","493","506","495","500","507","494","499","506","502","494","500","502","500","500","499","496","493","501","499","502","505","504"
"2356","pop1","493","506","506","505","502","501","506","498","505","501","500","502","506","500","503","498","507","506","505","494","497","497","496","497","504","503","499","500","500","492","496","493","497","499","497","502","498","498","504","502"
"2357","pop1","506","503","506","504","499","500","506","504","505","503","505","494","501","504","502","501","508","497","505","495","499","507","494","499","499","502","503","494","499","500","500","498","497","497","500","499","496","500","506","501"
"2358","pop1","495","495","504","498","502","508","500","495","503","500","499","506","506","508","502","496","497","500","499","498","497","499","495","502","498","497","500","508","503","501","495","495","498","499","501","501","498","500","505","503"
"2359","pop1","495","498","509","507","500","508","504","505","501","503","499","500","506","504","503","494","503","503","498","494","497","500","496","497","500","500","500","497","492","498","500","499","498","498","493","499","498","498","504","495"
"2360","pop1","495","495","502","503","500","508","506","504","502","496","501","498","508","501","503","500","504","498","499","493","496","507","496","495","500","504","496","500","502","497","493","499","500","496","501","495","496","499","504","502"
"2361","pop1","495","496","506","505","498","505","504","505","501","492","496","501","508","504","497","493","504","496","504","495","496","495","502","493","500","504","499","506","500","502","496","498","500","501","492","498","494","493","505","504"
"2362","pop1","497","498","502","506","509","501","506","495","506","496","492","495","506","508","503","500","507","508","504","493","498","495","502","493","504","501","503","505","500","497","496","500","497","497","501","499","498","505","505","502"
"2363","pop1","495","497","502","501","506","508","505","495","504","501","499","494","507","503","500","505","503","506","503","503","501","498","496","494","498","503","501","508","499","492","493","502","496","496","496","492","504","501","504","506"
"2364","pop1","495","494","504","504","502","500","504","497","504","505","499","500","506","504","499","500","496","501","499","492","502","496","495","493","504","497","499","504","494","502","500","499","498","501","496","502","497","504","505","506"
"2365","pop1","494","502","504","509","503","508","505","500","495","501","503","499","506","498","499","498","508","506","500","499","497","499","496","509","500","499","499","502","502","502","500","498","497","493","497","498","496","500","502","503"
"2366","pop1","496","505","502","506","509","506","504","505","506","503","496","495","506","502","503","500","507","506","505","493","495","497","496","495","496","499","496","494","502","492","496","493","500","496","492","492","500","502","505","502"
"2367","pop1","493","506","502","506","498","508","504","505","505","497","505","502","508","507","498","493","504","505","500","499","501","495","492","510","499","499","496","502","503","492","496","501","503","503","496","498","497","494","505","496"
"2368","pop1","493","502","505","503","501","504","506","504","496","499","497","497","506","507","503","494","499","500","494","492","498","500","494","508","505","506","497","501","497","497","491","498","498","491","500","499","496","497","505","504"
"2369","pop1","496","505","502","504","509","505","497","501","502","496","505","499","508","502","502","503","508","497","495","492","496","499","496","495","504","505","500","503","502","492","500","493","504","504","493","501","498","497","505","503"
"2370","pop1","493","494","502","501","502","503","505","497","499","503","505","494","504","505","495","504","504","498","500","497","496","505","495","491","503","499","501","494","492","492","500","493","497","501","497","501","501","494","504","496"
"2371","pop1","496","496","509","500","498","503","504","500","504","503","499","495","508","500","500","493","498","499","493","492","496","496","507","510","499","501","500","494","501","502","496","501","498","504","500","492","498","499","502","506"
"2372","pop1","494","494","502","505","498","503","504","497","506","501","499","493","506","507","502","503","503","507","500","504","501","502","497","494","498","499","503","510","503","492","501","493","498","499","500","491","499","499","504","502"
"2373","pop1","495","496","506","504","509","503","505","505","495","499","501","502","507","499","495","500","503","499","503","492","502","496","496","495","504","499","494","509","500","502","493","503","501","496","499","499","497","500","505","501"
"2374","pop1","494","497","502","502","509","508","506","506","501","499","496","496","507","502","503","498","504","504","503","495","496","499","496","494","499","505","500","494","501","502","494","498","498","499","500","500","496","501","502","503"
"2375","pop1","495","499","506","503","499","500","496","507","499","500","500","506","506","502","494","494","503","504","500","494","502","502","502","510","504","502","496","509","501","502","500","495","497","499","500","495","497","500","505","503"
"2376","pop1","494","497","509","500","502","502","505","505","506","504","498","502","506","504","495","505","506","506","498","493","496","497","495","509","504","503","500","506","502","504","493","495","497","496","500","499","497","499","505","496"
"2377","pop1","495","494","507","507","498","502","506","503","505","503","496","499","500","503","495","500","497","497","498","493","498","498","509","494","504","499","499","501","499","502","496","501","501","494","493","493","497","499","505","502"
"2378","pop1","496","506","502","508","505","508","506","506","493","503","505","495","500","507","503","504","507","505","500","505","498","496","509","508","498","503","501","503","491","502","495","497","501","504","500","500","497","499","505","506"
"2379","pop1","497","506","502","505","509","501","497","496","493","496","504","497","506","504","500","494","504","505","498","495","502","497","492","494","500","503","499","497","502","492","496","493","502","499","500","492","496","498","502","502"
"2380","pop1","494","505","502","505","509","501","504","507","495","501","495","502","506","506","501","492","507","504","503","497","504","505","496","495","496","499","509","504","503","492","496","501","497","499","501","499","499","501","504","501"
"2381","pop1","497","497","503","503","502","502","500","501","509","503","497","499","506","498","500","500","508","497","504","501","498","496","495","495","496","503","499","500","502","497","496","493","500","499","491","492","498","499","505","502"
"2382","pop1","496","496","504","503","502","507","506","506","509","503","499","506","500","497","500","501","503","505","499","495","496","500","496","495","496","500","495","502","501","492","494","491","497","496","496","499","497","495","504","504"
"2383","pop1","496","497","502","506","502","500","506","505","496","500","500","498","506","500","503","503","498","496","499","494","501","505","497","509","499","497","500","501","503","502","496","493","500","499","500","504","499","502","504","504"
"2384","pop1","495","498","506","503","498","502","506","499","502","499","505","500","506","503","503","499","504","506","499","493","501","496","497","502","498","505","499","494","494","502","496","499","498","499","493","502","496","501","505","502"
"2385","pop1","493","494","504","504","502","505","506","504","493","496","504","497","500","502","500","504","507","504","496","494","495","500","495","494","496","501","501","510","500","503","494","500","499","499","492","492","497","504","505","503"
"2386","pop1","495","502","506","505","502","503","504","505","502","501","505","506","506","498","502","501","503","504","494","492","498","496","496","494","504","505","499","500","496","496","496","500","502","496","491","495","497","499","504","500"
"2387","pop1","495","506","506","506","503","508","505","500","506","507","496","499","500","498","499","504","504","499","493","492","496","505","492","500","498","506","500","506","499","502","496","492","497","501","493","499","492","502","502","502"
"2388","pop1","493","502","504","505","502","502","506","495","503","503","502","494","506","497","500","504","497","505","505","495","498","496","496","498","500","499","499","501","496","502","501","495","497","503","493","495","497","497","504","501"
"2389","pop1","494","494","504","498","509","501","505","501","493","509","503","506","508","507","503","498","503","496","498","498","495","497","495","495","496","502","500","494","503","504","493","492","497","496","500","499","499","501","505","503"
"2390","pop1","496","506","504","503","501","506","500","497","505","500","496","497","506","501","498","492","498","495","500","498","496","497","495","509","499","502","500","500","492","493","493","495","501","491","493","498","497","495","505","504"
"2391","pop1","493","497","502","509","509","502","506","505","506","500","499","500","506","501","502","504","508","498","493","497","496","496","495","502","498","504","497","498","500","500","500","503","501","502","497","502","496","499","503","501"
"2392","pop1","495","504","506","505","509","503","497","499","501","499","495","495","506","508","502","500","503","505","499","503","501","502","496","497","499","505","500","501","503","504","500","500","500","493","493","499","498","503","505","501"
"2393","pop1","495","496","506","501","507","507","505","505","502","502","505","494","508","504","503","500","504","497","493","492","498","507","495","502","496","499","499","500","492","492","500","500","501","504","491","492","503","500","503","503"
"2394","pop1","496","497","509","509","501","500","504","504","495","505","496","501","507","497","504","498","507","504","499","492","503","497","495","493","498","500","494","509","499","502","493","495","498","499","500","500","497","499","505","502"
"2395","pop1","495","496","500","505","508","508","506","500","505","499","498","492","506","499","503","494","506","506","498","493","502","497","492","508","503","499","503","503","503","502","496","494","497","499","496","494","497","504","504","502"
"2396","pop1","501","494","509","505","503","508","507","502","496","500","496","499","500","504","499","494","504","496","493","492","498","500","495","494","498","500","497","501","499","502","501","495","495","493","493","501","499","501","502","506"
"2397","pop1","494","504","509","498","501","508","506","504","495","493","505","505","508","507","503","500","504","504","496","498","497","499","495","495","500","499","500","493","494","501","496","498","498","501","497","502","498","500","505","502"
"2398","pop1","495","498","500","505","509","503","506","505","495","507","500","502","506","505","502","499","508","504","504","497","500","505","495","494","505","505","500","504","500","504","496","493","498","495","493","491","497","492","504","501"
"2399","pop1","494","494","504","509","502","501","497","496","493","501","496","499","507","498","503","501","497","505","505","505","495","499","497","493","503","497","502","503","500","502","501","492","497","499","500","499","496","504","504","503"
"2400","pop1","495","501","504","505","502","510","506","501","494","500","505","494","507","507","502","497","497","506","505","493","501","505","495","492","504","505","500","503","495","497","495","491","495","503","493","491","497","499","505","504"
"2401","pop1","496","494","502","507","509","502","500","508","495","495","496","502","506","500","504","497","508","508","500","493","502","496","495","492","500","500","500","494","500","497","493","498","499","503","501","499","501","502","505","504"
"2402","pop1","495","496","502","509","503","497","504","504","502","505","497","498","506","497","503","504","507","505","500","500","497","497","496","494","503","499","510","494","496","502","494","500","495","493","501","499","499","500","505","502"
"2403","pop1","495","497","506","504","505","500","506","506","504","504","496","505","506","507","495","500","508","508","499","494","496","499","496","496","500","499","500","508","500","502","493","495","497","497","491","494","500","492","504","504"
"2404","pop1","493","496","508","506","501","507","506","500","504","494","496","502","506","504","495","494","508","498","500","503","502","497","506","494","496","501","500","500","502","497","494","493","500","499","493","499","496","500","505","504"
"2405","pop1","496","494","504","501","498","503","505","505","502","504","500","494","501","501","503","505","503","504","496","495","496","505","495","509","499","499","501","510","499","502","496","493","496","496","497","496","499","499","505","502"
"2406","pop1","496","506","505","505","498","500","504","500","505","496","506","494","507","497","503","500","498","506","498","498","502","504","496","510","500","506","499","506","503","502","491","498","499","504","497","499","498","497","502","503"
"2407","pop1","495","497","498","503","509","508","504","504","493","499","496","499","506","498","503","503","498","495","500","499","499","499","506","495","498","499","500","494","500","500","496","497","497","496","500","493","493","493","504","501"
"2408","pop1","494","494","500","505","503","506","506","502","504","505","505","500","508","500","498","497","508","497","493","495","498","497","509","494","505","505","500","500","503","497","500","500","498","494","496","491","498","499","505","502"
"2409","pop1","496","494","509","509","501","501","504","496","505","496","496","500","508","507","503","500","505","499","496","505","502","504","506","494","504","499","499","500","491","502","501","497","501","491","498","495","500","493","502","503"
"2410","pop1","495","497","506","504","509","502","504","495","496","496","504","499","506","506","504","501","497","509","500","492","495","497","493","500","503","501","500","500","500","502","496","497","499","499","493","492","498","497","505","501"
"2411","pop1","496","498","509","509","501","508","506","506","502","503","506","502","506","498","499","494","504","500","500","492","501","504","507","493","501","505","497","501","500","500","498","498","497","494","497","503","497","493","505","503"
"2412","pop1","495","502","506","501","502","506","506","497","496","496","504","497","508","498","500","493","508","504","498","492","498","497","497","503","499","501","506","494","501","492","496","496","498","500","491","495","498","493","505","504"
"2413","pop1","494","504","498","503","509","508","505","500","502","493","504","499","506","502","497","492","497","505","505","494","498","495","509","507","504","499","497","494","503","502","500","502","498","500","499","499","499","501","504","503"
"2414","pop1","497","506","504","505","502","503","504","505","495","504","496","498","506","503","502","500","504","506","493","492","497","500","495","495","499","501","496","499","503","503","500","493","500","497","500","504","498","501","505","503"
"2415","pop1","495","495","502","504","502","503","506","506","495","495","496","500","508","504","501","501","508","504","503","505","501","496","496","493","504","502","494","493","502","492","496","498","500","500","500","493","498","499","505","504"
"2416","pop1","495","496","504","510","506","508","506","495","506","502","496","496","507","503","500","505","504","497","498","491","497","497","497","494","504","504","506","508","501","492","501","492","497","499","497","502","497","493","502","506"
"2417","pop1","495","495","504","505","509","506","504","504","495","502","497","499","506","501","503","505","503","504","505","494","501","497","495","495","498","503","495","506","501","502","496","495","500","499","493","491","498","504","505","501"
"2418","pop1","495","495","509","505","503","505","504","504","495","501","496","496","504","504","500","492","498","505","496","498","498","498","495","492","499","505","497","507","502","502","500","499","493","491","501","498","498","500","504","504"
"2419","pop1","496","499","500","505","509","501","506","504","504","503","497","500","507","509","499","494","503","497","496","493","496","497","495","495","498","500","496","501","491","502","493","497","501","501","500","497","496","499","505","503"
"2420","pop1","497","504","504","505","502","507","504","501","502","494","499","502","506","500","499","500","505","496","500","492","502","502","509","492","504","503","502","501","499","504","494","493","497","501","491","495","499","504","505","502"
"2421","pop1","496","496","508","506","509","508","506","497","504","505","496","499","497","499","494","501","508","500","499","493","496","500","496","495","500","506","500","500","502","502","495","497","501","491","496","496","500","501","504","501"
"2422","pop1","496","506","504","503","503","501","496","496","493","504","505","495","506","503","503","497","504","497","499","499","502","496","496","493","501","502","500","506","500","495","500","497","500","503","500","491","497","504","505","504"
"2423","pop1","505","497","502","508","509","503","505","496","505","505","497","501","497","505","502","499","508","497","499","493","501","497","495","495","498","503","495","499","503","492","493","498","496","495","497","501","500","500","503","501"
"2424","pop1","496","503","502","507","505","507","506","506","502","500","497","502","506","502","500","504","503","505","499","495","498","497","494","504","504","499","500","502","491","492","496","491","497","491","496","499","498","497","505","500"
"2425","pop1","496","496","504","509","506","506","505","497","505","499","496","496","508","500","499","501","508","495","503","495","500","500","496","492","500","503","500","494","496","492","493","493","501","492","497","493","499","500","506","503"
"2426","pop1","495","506","506","504","498","502","504","504","504","501","496","498","500","504","503","499","505","495","496","491","498","498","496","496","498","498","499","500","501","504","501","498","500","504","493","499","498","497","505","501"
"2427","pop1","493","497","499","505","500","507","506","504","509","509","497","506","497","498","503","500","495","494","498","506","503","496","495","494","503","502","502","506","500","501","494","500","499","494","493","501","500","495","503","501"
"2428","pop1","493","497","506","506","509","505","504","496","505","501","497","500","506","504","503","499","506","500","493","493","496","500","509","510","496","503","500","494","503","502","494","497","501","499","500","497","498","498","502","502"
"2429","pop1","506","503","509","500","505","499","506","505","509","499","496","500","503","503","495","501","508","505","499","491","500","499","495","494","498","499","500","504","496","502","493","497","501","502","492","492","504","501","505","503"
"2430","pop1","497","502","500","503","498","505","506","496","495","502","505","506","506","506","500","497","506","509","499","498","495","505","495","494","496","504","499","506","502","492","496","492","497","497","492","498","501","505","505","506"
"2431","pop1","496","494","502","509","502","507","505","509","505","505","499","501","506","507","503","500","497","505","499","499","497","497","496","495","504","499","500","510","499","491","501","497","501","499","491","504","496","501","502","506"
"2432","pop1","496","498","509","505","498","500","500","500","502","504","500","501","507","504","501","493","500","496","503","498","501","498","496","504","504","502","500","500","499","504","496","497","500","501","499","495","498","500","505","505"
"2433","pop1","496","498","502","504","509","508","504","505","500","500","502","502","506","506","503","504","504","497","500","499","502","505","497","495","504","505","503","494","494","502","501","500","500","495","493","501","498","500","502","506"
"2434","pop1","496","496","508","505","502","507","506","496","502","500","499","500","506","506","504","497","508","508","498","492","497","499","497","510","504","505","499","503","503","502","496","498","495","492","500","493","501","502","504","504"
"2435","pop1","496","496","508","505","502","502","505","505","502","494","505","502","506","501","500","497","500","496","503","491","501","497","496","502","499","502","500","498","503","501","494","499","491","494","492","499","497","502","504","503"
"2436","pop1","494","504","499","503","509","507","505","500","501","500","499","498","500","498","499","495","503","506","499","503","502","500","496","494","504","505","500","502","500","491","493","493","501","495","500","498","504","500","505","503"
"2437","pop1","493","504","504","509","509","500","504","504","502","500","499","492","506","497","495","496","507","495","495","491","502","495","496","494","504","499","500","509","500","500","492","498","497","505","493","501","497","503","502","506"
"2438","pop1","496","498","502","500","509","501","506","496","504","494","504","501","506","507","503","506","497","506","498","493","503","496","497","509","498","499","500","504","500","500","496","493","500","499","497","502","495","505","504","501"
"2439","pop1","496","496","502","509","500","507","506","503","495","495","493","492","503","498","499","494","507","504","503","492","498","497","496","507","499","505","499","497","503","502","499","498","501","505","500","492","496","504","504","495"
"2440","pop1","494","504","499","500","501","504","506","500","504","505","497","498","507","504","502","500","507","497","498","493","502","497","497","493","504","501","500","505","501","497","494","495","497","496","491","492","499","502","506","503"
"2441","pop1","495","501","502","504","503","500","504","500","504","507","497","500","506","506","500","506","507","494","503","492","499","504","496","495","503","499","499","503","499","502","495","492","498","497","500","492","499","505","504","503"
"2442","pop1","498","498","504","499","509","502","506","504","493","500","498","506","507","507","499","494","503","505","498","498","497","497","496","494","504","499","499","500","499","503","501","500","505","495","498","499","497","500","502","496"
"2443","pop1","495","494","502","507","502","506","504","504","501","500","501","492","503","498","503","497","508","497","498","492","501","501","496","498","498","505","500","500","500","500","494","493","504","492","497","495","498","498","502","503"
"2444","pop1","495","502","502","505","500","507","506","501","504","505","499","498","501","504","503","503","497","506","498","492","498","499","496","492","500","499","501","510","500","502","494","500","498","498","502","494","499","499","504","501"
"2445","pop1","498","504","506","503","499","501","506","506","501","494","504","497","497","505","503","500","505","496","499","498","501","499","506","509","500","499","500","501","501","492","501","500","493","494","500","491","496","499","504","503"
"2446","pop1","495","505","502","498","501","500","506","506","506","505","496","497","507","504","494","505","508","497","500","498","502","497","497","495","504","499","500","500","501","495","500","491","498","500","500","496","503","494","502","501"
"2447","pop1","496","496","504","507","509","502","507","507","505","501","499","495","508","504","503","504","508","505","505","492","496","497","509","500","496","499","502","503","501","502","496","493","498","500","497","502","498","499","504","503"
"2448","pop1","495","497","509","498","500","510","504","497","502","493","505","502","506","504","497","501","495","509","498","493","502","500","496","502","498","503","510","507","500","502","499","495","501","503","491","499","499","501","502","503"
"2449","pop1","497","492","502","503","498","500","506","496","505","496","492","495","507","502","500","497","498","498","492","492","498","505","497","494","498","498","492","505","502","497","499","498","497","502","501","495","498","501","505","505"
"2450","pop1","496","506","502","507","509","503","506","504","499","497","499","502","506","506","503","500","503","507","505","501","498","497","509","502","504","502","500","509","502","492","496","500","501","499","495","503","503","502","502","503"
"2451","pop1","496","494","504","504","506","508","496","496","499","503","496","497","506","508","503","503","497","509","498","491","498","498","509","493","504","503","500","500","499","500","496","500","500","492","496","495","496","498","502","503"
"2452","pop1","496","494","502","509","504","507","504","505","501","494","497","495","501","498","502","500","508","508","499","503","502","497","502","493","498","502","494","505","502","502","500","495","500","497","496","495","497","494","505","504"
"2453","pop1","496","498","506","499","503","506","506","509","495","499","503","498","506","500","504","498","508","508","505","493","503","499","509","507","496","497","500","501","502","497","496","500","498","503","501","504","500","502","504","504"
"2454","pop1","495","506","506","503","506","508","504","501","505","500","500","494","500","501","499","498","504","505","493","493","497","499","496","495","500","504","499","501","502","493","494","493","497","497","502","504","496","497","505","504"
"2455","pop1","495","494","506","506","505","499","506","500","493","504","505","500","502","504","500","498","499","495","499","496","502","498","492","491","503","505","496","491","496","491","495","492","498","500","500","499","499","493","504","496"
"2456","pop1","495","497","505","503","509","505","506","507","505","503","500","498","507","502","503","496","504","497","500","491","502","497","496","493","504","503","497","504","499","502","494","499","495","493","501","492","497","501","503","501"
"2457","pop1","496","496","506","506","498","509","497","507","493","504","505","500","507","498","499","497","508","509","496","493","503","494","495","495","500","497","500","500","501","502","495","498","500","505","500","498","499","501","505","506"
"2458","pop1","495","497","508","506","509","503","505","497","505","505","504","506","506","502","497","501","508","498","491","491","502","505","506","496","500","499","499","506","500","502","493","493","500","500","497","499","498","501","505","505"
"2459","pop1","496","496","506","505","498","500","500","497","502","501","496","502","500","507","503","503","503","505","500","499","502","495","493","491","496","499","504","508","503","502","503","495","502","495","500","492","498","498","502","503"
"2460","pop1","495","496","509","499","508","508","504","504","509","503","496","506","508","505","503","500","508","506","500","505","501","497","509","494","496","504","499","499","500","502","500","503","497","497","502","501","500","500","505","505"
"2461","pop1","495","504","508","505","499","507","506","506","502","504","496","497","506","504","503","499","503","504","498","491","502","497","492","492","500","504","496","494","496","502","500","493","499","499","493","498","499","504","505","504"
"2462","pop1","495","495","506","509","503","501","506","506","505","498","505","494","506","506","503","497","508","499","503","491","502","496","496","495","503","499","497","508","494","503","496","500","497","495","497","502","497","500","502","503"
"2463","pop1","493","496","506","505","503","508","506","505","493","505","496","499","500","501","502","503","498","499","494","492","501","498","496","492","504","502","500","504","500","492","493","492","501","495","499","494","497","502","505","502"
"2464","pop1","495","493","502","506","500","510","505","507","503","500","498","502","506","508","503","495","503","503","499","504","496","497","496","505","500","504","499","500","499","492","495","492","500","499","497","495","499","500","505","502"
"2465","pop1","496","506","502","509","502","508","504","505","500","500","505","494","504","509","502","500","507","509","494","491","495","497","495","495","505","505","499","509","496","504","497","497","501","499","491","501","498","493","503","503"
"2466","pop1","496","494","502","505","502","500","504","505","504","503","505","494","507","498","503","499","497","505","500","491","502","497","495","491","504","499","500","509","491","492","496","493","499","494","497","501","500","500","504","506"
"2467","pop1","498","503","502","505","500","507","506","498","505","496","499","506","506","505","495","497","503","506","493","492","495","504","497","494","499","497","502","505","500","503","493","498","500","502","498","499","497","501","505","501"
"2468","pop1","494","506","506","510","501","506","506","504","496","503","496","499","506","501","494","493","508","506","505","492","495","499","495","493","499","505","500","494","502","492","495","495","499","496","502","504","498","505","502","503"
"2469","pop1","495","497","506","505","506","507","504","505","493","505","505","495","507","507","502","499","504","495","498","494","498","499","506","495","504","499","500","501","494","503","494","497","498","499","497","491","498","498","505","502"
"2470","pop1","495","492","504","498","502","503","504","495","496","497","498","498","508","507","499","498","505","505","494","493","498","496","495","494","504","499","500","493","501","502","501","492","500","497","491","492","500","505","504","503"
"2471","pop1","494","494","502","506","503","508","506","506","502","504","504","500","507","498","500","496","498","505","500","495","498","497","509","505","498","504","500","506","500","498","503","497","498","502","500","492","499","503","505","502"
"2472","pop1","496","496","502","505","509","507","504","498","502","496","500","498","508","508","494","498","507","497","497","492","498","496","491","510","498","503","500","501","503","501","496","499","497","502","496","502","499","501","503","500"
"2473","pop1","493","494","507","500","509","508","506","505","502","502","497","500","504","509","499","498","508","504","495","492","503","503","497","509","503","497","501","494","500","501","494","500","505","503","502","501","499","494","505","504"
"2474","pop1","506","502","504","505","507","507","506","509","496","498","496","506","506","500","502","502","497","506","494","493","502","504","495","492","498","496","503","509","502","502","496","497","501","501","493","493","496","498","504","502"
"2475","pop1","495","494","509","501","509","503","506","510","504","505","501","498","506","498","502","505","503","497","495","495","498","496","495","504","504","503","500","494","494","502","496","492","500","499","491","491","498","500","504","503"
"2476","pop1","496","505","508","509","503","503","504","505","496","503","496","506","506","503","502","503","503","497","505","498","501","497","495","494","500","500","506","503","500","503","501","493","500","503","493","494","502","502","505","505"
"2477","pop1","494","505","502","507","500","508","506","498","504","503","505","500","507","497","503","495","508","506","505","495","500","499","496","493","500","499","500","500","500","502","496","501","501","501","500","496","496","499","503","501"
"2478","pop1","494","497","506","505","501","507","505","497","502","505","497","495","508","508","503","500","504","506","494","493","502","500","496","509","499","505","502","501","502","502","500","497","500","501","499","494","497","497","504","503"
"2479","pop1","494","504","502","504","502","500","504","504","506","503","505","494","506","507","499","497","508","505","505","491","501","507","496","499","500","499","500","503","501","502","494","497","500","500","501","498","501","502","503","501"
